x,y,goods_type,room
8.53410792626633,3.4659576034504127,goods_type_c,C
6.897636970698834,7.381126561988422,goods_type_e,E
11.974607344310138,6.341010647610145,goods_type_h,H
3.032301513231843,2.2287761414291962,goods_type_f,C
8.660172807248244,1.338922457045305,goods_type_h,E
2.052771883978835,9.547997274958822,goods_type_b,B
1.886947120637655,7.887755674496257,goods_type_e,B
10.279708425700637,0.15372313804008386,goods_type_e,E
3.9884102502988243,0.6285122031662904,goods_type_c,C
2.7266488463270897,9.931449129525395,goods_type_b,B
8.908948632586043,3.157179839851796,goods_type_f,E
6.379611261090128,4.2829456494589415,goods_type_f,F
8.68048480161938,0.22402351835359324,goods_type_f,E
12.796592839527754,0.7246093068323167,goods_type_h,G
0.9538265138933404,0.2051525289672529,goods_type_a,A
8.951638913776566,2.1777588251001867,goods_type_e,E
6.342249493013849,3.6928227325160634,goods_type_f,F
9.242497653593103,2.417402392177379,goods_type_c,E
8.243235188727176,0.39326989806278245,goods_type_c,C
12.300748816292666,9.044963385333334,goods_type_e,H
11.72230371425223,4.81959846769172,goods_type_a,G
5.502945912969256,9.620396942260465,goods_type_c,C
9.748640089629713,9.188203893332341,goods_type_c,F
4.163945782023122,3.221910064649589,goods_type_c,C
5.884272746597677,2.2877916176368327,goods_type_g,C
11.384519532517139,4.9074149566981955,goods_type_e,E
10.318090444050823,6.258468230791535,goods_type_f,F
13.435861885691121,6.840428922388856,goods_type_c,H
13.042349440941313,6.852209873274874,goods_type_c,H
7.018148524846214,1.7275846536913553,goods_type_g,G
7.873401217594414,9.22872367273817,goods_type_g,F
9.934511033495568,0.4350901754588776,goods_type_f,E
8.96000464683615,0.8970416662040714,goods_type_g,E
9.495687789800598,5.523374523426022,goods_type_a,A
7.163892349012451,6.26952386326202,goods_type_g,G
2.732895137607156,2.715003502819463,goods_type_e,A
6.281069873178916,6.489799481866695,goods_type_g,G
6.264770461273379,4.087684163534125,goods_type_a,A
1.7292241289589245,6.620974637077101,goods_type_a,A
6.3399938403102825,6.9646847501773586,goods_type_a,A
1.3908512146054213,3.7973871810171267,goods_type_a,A
5.982783341566313,4.91420145026615,goods_type_a,A
11.168507081280943,4.5159487044037805,goods_type_e,E
1.8257150969274638,5.3622810828541745,goods_type_b,B
3.1479779413824414,5.355710665049715,goods_type_g,G
9.668459878065493,6.262155070418122,goods_type_h,H
11.70480668281948,0.7788145713172223,goods_type_b,G
2.631130169367947,0.3923371815900212,goods_type_a,A
9.65650385940989,4.439711778635932,goods_type_g,G
6.50128404207799,4.318738127096307,goods_type_a,A
4.741107043946215,5.22735519681334,goods_type_f,F
9.794070029371959,0.019581966884533175,goods_type_c,C
7.111234399016807,4.933620687337378,goods_type_a,A
7.245564713219376,5.90179257139929,goods_type_g,G
5.693360829587091,0.7684947290140753,goods_type_g,C
13.992960405178037,4.109982263549147,goods_type_e,E
10.386353566786998,5.4369131718731625,goods_type_g,G
13.63928287154255,5.161845434603864,goods_type_e,E
7.307483269105434,8.171180329465011,goods_type_e,F
7.246688958357137,9.543979289980726,goods_type_e,F
2.005659712631422,2.3949072170028227,goods_type_b,A
13.271930940482145,3.560165287387327,goods_type_h,H
9.834606295730854,5.1413273097528105,goods_type_h,H
8.602981311476437,8.826134884336593,goods_type_f,F
2.3117507117874205,8.12354054040062,goods_type_g,B
10.170472822283877,8.297949120680766,goods_type_h,H
7.078942090204459,2.2076569203186724,goods_type_g,G
7.27995272948087,2.7690660583771454,goods_type_b,E
2.2567985783943785,5.307606509540287,goods_type_g,G
3.3876706408856183,9.790453179342334,goods_type_h,B
2.0405648560767324,0.4810721151539621,goods_type_e,A
1.974316454984134,8.395082299355657,goods_type_e,B
11.792525247585342,3.7454558489355403,goods_type_e,E
6.103949443054826,1.6753840354806515,goods_type_g,C
1.3794764980798981,0.13311541404655625,goods_type_g,A
1.148150311996249,2.428939076461538,goods_type_h,A
11.699598725532077,7.426448736663069,goods_type_f,F
6.746145113620086,7.950452026974211,goods_type_g,F
10.564547347541035,5.508020114594659,goods_type_a,A
10.078733060780529,8.439202191580398,goods_type_a,F
12.772039176130406,3.953997287983406,goods_type_b,G
8.557160398881178,0.27143116813099444,goods_type_b,E
8.58041248571838,1.9853448315865385,goods_type_a,E
4.632782079820311,0.4102371631877133,goods_type_h,C
11.10676355671323,7.149770935867112,goods_type_h,H
12.489776883826718,6.422372306578942,goods_type_e,E
11.263241096510423,4.506944360527257,goods_type_b,G
9.65725886146471,1.2579540203879591,goods_type_c,E
6.988934212311038,6.904513077955629,goods_type_a,A
2.1262970137222625,2.182315048979546,goods_type_e,A
3.864367222645922,6.119055108945696,goods_type_e,E
3.9488555543937087,3.6087970708822192,goods_type_a,A
7.256206797724965,2.402044513087814,goods_type_a,E
1.6636718688446783,6.357147452334415,goods_type_g,B
4.136361783048769,3.625928413737718,goods_type_b,B
9.192873568824995,5.5414951571464455,goods_type_e,E
3.4656499166044457,9.438014730863786,goods_type_b,B
3.8018869704533937,3.7204501463627713,goods_type_g,C
1.453087097413722,7.766452614869246,goods_type_h,B
6.6782545421407455,0.08938632410269709,goods_type_a,A
5.380707519189498,4.314869538764118,goods_type_g,C
1.120244146097737,8.508548604045053,goods_type_c,B
2.947848261194928,2.7305389328037877,goods_type_e,E
5.003082094202508,4.234291931872217,goods_type_f,F
13.936979923423053,0.7552944031620645,goods_type_b,G
12.464825428981781,5.817210405852441,goods_type_g,G
12.335058266836754,5.699934924002501,goods_type_a,H
11.516091335299652,3.150649618125877,goods_type_a,G
8.137512670424437,6.15715658093804,goods_type_g,G
0.9596678598927375,1.1857693944613223,goods_type_f,A
3.6870925853642023,4.204311679394087,goods_type_h,C
8.27679795459264,9.672835710263374,goods_type_e,F
10.887706323991663,2.840531317092533,goods_type_g,G
6.449101078653819,3.8536092218622784,goods_type_h,C
1.1745378788724923,6.797327022932297,goods_type_h,B
7.846742890655342,3.503724724216286,goods_type_e,E
2.312240276650965,9.75448515914543,goods_type_a,B
0.46960049576491714,1.0277729693489601,goods_type_a,A
10.689845422202279,7.676243795855288,goods_type_e,E
11.519073837328529,3.485756429558843,goods_type_a,G
0.984802131460697,1.5573444208792342,goods_type_g,A
13.782672495768725,2.5627050762554946,goods_type_h,G
0.05242182109380411,0.5679758940531965,goods_type_a,A
11.557577261878615,4.2904596953843575,goods_type_f,F
10.057065796159185,0.40872077296838505,goods_type_f,E
10.374368252326736,2.468915451383161,goods_type_a,E
9.430745588834096,4.490754178113755,goods_type_c,C
1.9380089674399614,9.174655531248549,goods_type_h,B
13.992414392870149,5.124523850162623,goods_type_g,G
13.338778070477108,3.221767582975983,goods_type_e,G
5.489379676209733,0.1516983719491216,goods_type_h,C
6.220178376878585,4.087279450966203,goods_type_f,F
1.5975374870340653,6.605326862773314,goods_type_g,B
4.213670044826539,9.966314688298528,goods_type_f,F
3.151336533052625,3.899557306622482,goods_type_e,E
9.083578587248684,6.15765696188917,goods_type_f,F
5.017954335815757,1.0418211880033745,goods_type_b,C
9.29770467481036,1.4219181900921485,goods_type_a,E
4.974156652793549,2.1503276345358358,goods_type_f,C
13.262961229598687,0.6497463035329887,goods_type_b,G
0.40986166801811086,2.6352935468913263,goods_type_f,A
7.105976235563772,7.073999611058559,goods_type_h,H
6.553856142719449,2.3888886931565114,goods_type_c,C
3.113402323577328,6.954271379055673,goods_type_h,B
11.326836850577308,2.92557075798495,goods_type_e,E
7.081128298852892,3.0363752525409216,goods_type_h,E
10.069178126836293,1.1770814411566888,goods_type_b,E
8.236082834515054,0.7353706912194691,goods_type_g,E
13.606573548122418,3.2001248757311207,goods_type_e,G
10.869848477497072,1.2076836588998663,goods_type_h,E
7.246911280626575,8.2201195027769,goods_type_f,F
2.565732506191685,0.07014185288765962,goods_type_a,A
2.8255138979720824,2.2644650665552,goods_type_g,A
10.895794982063665,6.346998152267366,goods_type_c,C
5.800924476085328,3.895056032510753,goods_type_h,C
0.43097822104844585,2.9415540311432533,goods_type_f,A
13.837141684270923,7.755571768072016,goods_type_b,H
3.1356113476738443,7.686902007913226,goods_type_b,B
2.7129167162407275,6.253518211599011,goods_type_c,C
13.204303717241311,8.705560489505205,goods_type_f,H
7.978544374446427,9.293183613551356,goods_type_a,F
13.394226619312107,9.586574089179928,goods_type_b,H
3.5343998185705754,3.2138400508796936,goods_type_h,C
6.797327127912319,9.130644394627932,goods_type_g,F
7.997710077845972,0.09485724845174848,goods_type_b,E
4.098145137266725,3.852418717759277,goods_type_g,C
9.613323207728131,7.600683738445375,goods_type_h,H
2.9666884829506115,0.39818986263890577,goods_type_b,B
11.444901626186756,0.4650299725786422,goods_type_b,G
4.107257112482684,7.181687370047429,goods_type_g,G
2.448154651134016,6.552898366655755,goods_type_h,B
2.4767507148566015,4.455602230308708,goods_type_a,A
5.448753793039412,0.31392454644236345,goods_type_h,C
7.151191337065031,4.365385065595984,goods_type_g,G
5.53429201120925,6.515891726900122,goods_type_f,F
1.0680767629939754,5.09922030667353,goods_type_h,A
9.942152221170403,3.2786775088201123,goods_type_a,E
11.892512797586344,8.772974326897124,goods_type_f,F
5.1674638602121385,5.67632775982889,goods_type_e,E
9.830208245495013,2.032272376280979,goods_type_g,E
11.547341893603127,0.16251831934374183,goods_type_g,G
1.5054319442876194,9.051695601623878,goods_type_g,B
12.360520464354362,4.452546655961667,goods_type_a,G
0.9026853661439376,0.9219931215524524,goods_type_e,A
2.475436155521726,1.0333359710833123,goods_type_g,A
10.123782558531534,9.780246557038321,goods_type_g,F
7.95723542036686,4.0025365302218505,goods_type_b,E
7.693812046912736,7.900747439867958,goods_type_f,F
1.2151878692914648,8.317758898101603,goods_type_c,B
9.002056825954742,4.457268863415482,goods_type_f,F
10.83292061770945,4.212795654794254,goods_type_a,E
5.156314808719346,8.194251826017998,goods_type_c,C
9.903097552745303,8.648542401979842,goods_type_f,F
4.489544743181705,2.904093045393318,goods_type_h,C
11.939536169403953,2.3918037897391176,goods_type_f,G
10.950757063178319,0.7483174275627813,goods_type_f,E
13.047646649486559,3.631097575641724,goods_type_h,H
10.173134724905108,7.968561144792159,goods_type_g,F
11.666504599106169,5.682505420914067,goods_type_h,H
11.929692270011326,3.5343238337958525,goods_type_h,H
4.355381328188313,8.117142003242169,goods_type_c,C
13.789989800502319,8.189909028088003,goods_type_e,H
1.4560755490570205,3.1039187254419587,goods_type_h,A
0.4516559299896785,7.3864226426829465,goods_type_h,B
2.883661274544658,4.548481532460426,goods_type_a,A
0.38837374635893185,7.9268705081103095,goods_type_e,B
2.472808952583738,2.8026526819354745,goods_type_g,A
3.65583722736088,0.22545889456578205,goods_type_f,C
13.079627325599825,5.024082064475872,goods_type_a,G
9.947239874059244,4.90344454559019,goods_type_f,F
3.803976263050264,1.5120734916040146,goods_type_b,C
5.844093578072648,3.806640464043106,goods_type_b,C
3.2893883876886862,6.483113559994572,goods_type_g,B
8.875528773826467,5.840335492764078,goods_type_b,B
0.6788356503037403,8.167533184917605,goods_type_c,B
3.150254765074271,9.048942507835209,goods_type_e,B
4.778482388965533,3.9386041579772533,goods_type_e,E
5.033686215019205,7.267010525936264,goods_type_e,E
11.500913220553791,4.286811912268301,goods_type_g,G
11.88508919629443,0.3294727843025891,goods_type_c,G
1.6428566980372328,2.6931264398063925,goods_type_h,A
3.1411358377166927,0.05413338834872716,goods_type_e,E
1.6693230299359987,8.137062691823077,goods_type_g,B
0.2633739356881979,5.578419778545029,goods_type_b,B
13.449085748354591,2.70925864687222,goods_type_e,G
10.622113857484845,9.952136047010923,goods_type_a,F
10.92027010142108,6.70020894694217,goods_type_f,F
0.43816542745467135,8.936287500374874,goods_type_c,B
13.448525223081884,7.3185010049953565,goods_type_h,H
13.900366268928382,4.9657192624172675,goods_type_g,G
3.8723419775243673,6.134792427147079,goods_type_h,H
2.051918399623683,8.612083103552628,goods_type_h,B
10.704501985422674,4.5785419691532585,goods_type_e,E
12.975596752248714,2.983233888969936,goods_type_e,G
5.0983925943712896,3.4099047681399277,goods_type_b,C
9.213519124360458,0.7059434004078979,goods_type_e,E
12.963238438863149,5.9203898487796724,goods_type_c,H
7.560292120265684,7.05251710073738,goods_type_c,C
7.930774454991771,2.050468759660029,goods_type_g,E
1.303582041905994,1.5319925678077972,goods_type_a,A
8.817970967106099,1.9942412276264732,goods_type_g,E
7.698986306493948,1.0759890644591352,goods_type_c,C
9.877356080032367,4.2938110069591415,goods_type_f,F
8.570525283952094,8.281422572152685,goods_type_e,F
7.568278662189076,9.680490287206133,goods_type_a,F
2.0403850599777593,3.383226523528325,goods_type_g,A
8.03522963693555,0.6629538453884987,goods_type_c,C
1.8745968506453496,7.734013530310284,goods_type_e,B
3.8115976687620288,9.087851484965482,goods_type_c,C
11.215663228236606,9.249381337076295,goods_type_b,H
3.597681550328211,5.996480480963572,goods_type_f,F
9.952395396373038,0.2800192794150391,goods_type_c,C
6.620925477688118,1.6671684293399303,goods_type_b,C
9.402129847395083,2.1983197499242255,goods_type_g,E
11.39230034565363,8.853810883100584,goods_type_c,H
9.266267550471918,3.5548760919270506,goods_type_g,G
13.166711191738186,7.848430793903988,goods_type_a,H
13.01929462371354,5.157623895630833,goods_type_h,H
8.97756606846454,9.692172082518741,goods_type_e,F
4.567152734531607,9.298116337690214,goods_type_g,G
1.2064882234651582,5.002186184926687,goods_type_a,A
2.2389163567585584,7.590161430780862,goods_type_f,B
6.064087570545966,9.792211844268166,goods_type_a,A
2.1981588484445167,8.400789396703392,goods_type_e,B
4.584940956002569,7.875025908214014,goods_type_h,H
7.599060035257834,3.7758414931236017,goods_type_b,E
11.104743802379199,5.240076942751907,goods_type_b,B
4.768336692466362,2.1148873851768,goods_type_f,C
13.185479686187719,5.639158417669089,goods_type_a,H
8.451787094830863,3.5626572883673324,goods_type_a,E
2.524662363728199,9.60789828667428,goods_type_c,B
13.074988897904234,1.3687182990169244,goods_type_c,G
13.62070777913136,5.262183649094179,goods_type_b,H
10.74200099796433,3.838028540984931,goods_type_b,E
3.7845465363241604,6.149185666099303,goods_type_h,H
13.129765598441185,9.506833662200759,goods_type_a,H
8.490042298304452,5.584706123608947,goods_type_c,C
6.158040100797647,0.22238970742654351,goods_type_b,C
5.920971584884569,3.5425234613807834,goods_type_g,C
6.55861576334312,0.20148910620401472,goods_type_a,A
10.377787253067954,6.0150083197941235,goods_type_c,C
9.050632194684871,5.973782103050783,goods_type_h,H
8.917180962668022,4.536052250709074,goods_type_a,A
8.24912642742784,4.975459231236133,goods_type_e,E
4.881731049324273,3.0834225220745837,goods_type_b,C
9.354753235227312,8.058962502547262,goods_type_g,F
4.047290282912028,9.404295627584114,goods_type_a,A
1.3618093649584313,0.6542267947943115,goods_type_a,A
12.149407951246756,8.371644294702378,goods_type_c,H
0.20599709712341285,5.328550885355599,goods_type_c,C
12.093594057611082,7.975656408861371,goods_type_f,F
13.708190341248,9.233570960302476,goods_type_c,H
7.984797903839332,7.92819797676212,goods_type_e,F
8.708760824620107,5.636973233706961,goods_type_g,G
10.681338968454677,2.5429290137518787,goods_type_f,E
2.090153572949932,1.8507869726707926,goods_type_h,A
11.619759244358141,5.4488400283534055,goods_type_h,H
13.770610982444243,4.1512936663600275,goods_type_c,G
8.41985809831397,8.832033214203882,goods_type_a,F
7.616354628854799,7.308239328272822,goods_type_h,H
9.781555077228473,2.3198035382851314,goods_type_e,E
9.967888354244336,2.553494630924733,goods_type_c,E
5.516725163825385,6.775203278101332,goods_type_a,A
4.540100413121622,6.883962268240355,goods_type_g,G
2.060785574055381,2.151907017372763,goods_type_h,A
11.47074978276927,5.51641865387632,goods_type_b,B
10.478088065528448,5.7438952146102356,goods_type_f,F
7.625051741402952,5.692100338857516,goods_type_c,C
3.2446999973447923,5.370520576875065,goods_type_h,H
6.012280574878629,7.463929542908455,goods_type_g,G
13.551870766674552,0.2591845178771002,goods_type_g,G
7.318137322973499,2.1694534163170065,goods_type_f,E
11.088922739328227,0.13659502102792764,goods_type_a,G
8.736152858598606,5.074433336387684,goods_type_a,A
7.629947108180152,6.088973104274375,goods_type_e,E
7.577414587758461,1.0588679423875136,goods_type_h,E
2.691771518522513,8.913341360238437,goods_type_b,B
12.079297647003772,0.9276188046925438,goods_type_b,G
10.150864310273155,2.059235999426696,goods_type_f,E
6.775938398210579,2.910212316348635,goods_type_f,F
0.9201442066594745,0.9453247109969631,goods_type_c,A
10.43918327507894,4.576064972634292,goods_type_e,E
7.270076287736908,5.3690826399058045,goods_type_c,C
10.516913091369634,2.606143235280128,goods_type_h,E
6.8467834205294595,9.858424363084941,goods_type_c,C
13.477797470355394,1.239153481096228,goods_type_e,G
3.0395689622031745,1.4756931725595102,goods_type_b,C
6.344509047546041,3.9183687794828224,goods_type_a,A
10.229056755283732,8.364727060886935,goods_type_h,H
8.05029765575833,7.67935671955828,goods_type_e,F
10.878585128466947,2.877647991254787,goods_type_g,G
8.253723352911049,3.4439764207068233,goods_type_g,G
2.1173986367173194,2.227808031959211,goods_type_a,A
4.350848444607531,9.773378536907316,goods_type_a,A
1.1845504611039512,4.314482860152042,goods_type_g,A
8.37231098636323,6.38718720642852,goods_type_c,C
9.543788283441714,3.084751447684325,goods_type_a,E
2.998363431908321,3.697460821237879,goods_type_e,E
7.958230547091872,4.014035030284925,goods_type_a,A
11.2826237467146,5.207868898185673,goods_type_f,F
13.00995029124217,1.1094808823547786,goods_type_b,G
1.7362695687726186,5.808323724718322,goods_type_h,B
5.936430817026793,5.343226966526547,goods_type_c,C
5.467126905441562,6.720089983664322,goods_type_h,H
5.779835372920354,7.608029471968956,goods_type_g,G
0.7161116837278365,5.086603834249878,goods_type_g,A
0.2577710738077317,6.359071935807414,goods_type_e,B
5.006818979905653,7.180684219783563,goods_type_e,E
5.5507817750309,0.4256141115495926,goods_type_g,C
5.398836721623505,3.6215845462353946,goods_type_c,C
12.511840133711198,0.9442156895579645,goods_type_e,E
10.10930301889349,5.105081085954398,goods_type_f,F
8.841545695463047,1.3230611760832434,goods_type_h,E
10.957423335527183,3.5272136615440863,goods_type_c,C
13.220854702641248,7.117929359814075,goods_type_f,F
6.117699247915261,0.051331262019649326,goods_type_a,A
7.428740563888233,6.624409476583541,goods_type_b,B
13.32798077318921,6.689864402798918,goods_type_a,H
4.651973450780514,3.829675869688498,goods_type_c,C
10.060625011827513,7.571625584826841,goods_type_f,F
7.080769415398329,6.482933433186199,goods_type_b,B
9.14929047227177,8.802556242177086,goods_type_f,F
9.901579210366178,6.137874101652394,goods_type_g,G
10.502326889209815,8.234882697102888,goods_type_c,F
2.9582805465038167,2.9407058816167178,goods_type_c,C
11.632605587552195,4.960796666837498,goods_type_c,C
5.180439503686245,1.5116198122023117,goods_type_e,C
9.482180750271532,0.8714612834647073,goods_type_a,E
12.609043514020797,0.6478430745637953,goods_type_h,G
5.1178705438123755,8.253994213387687,goods_type_g,G
10.545268670097089,5.201191110331511,goods_type_e,E
4.16941435576096,0.7960591565620312,goods_type_a,A
10.793822467167775,7.443405055068949,goods_type_h,H
7.009618691937473,2.3844232611112703,goods_type_c,C
5.43467110302718,1.834568194801991,goods_type_h,C
12.039033832817122,5.147286754641842,goods_type_f,F
11.029934025770867,9.817460269122934,goods_type_e,H
3.753181465206181,6.230201429382537,goods_type_a,A
13.877102430235423,0.363410133206421,goods_type_g,G
9.204387980973667,4.2415939496678545,goods_type_c,C
9.887832014470245,7.597609187745585,goods_type_c,F
8.210748389761122,2.595221210513896,goods_type_e,E
12.111754408791548,3.8404558792523136,goods_type_b,G
10.55640932451292,0.8642918707752456,goods_type_g,G
0.3501150683163907,3.6745917924540716,goods_type_f,A
13.719234806892345,0.9356688049041062,goods_type_f,G
0.46074481477742046,3.2068698417259567,goods_type_g,A
4.805368649666098,7.985051410596511,goods_type_e,E
7.9419778523225775,6.993423734395513,goods_type_g,F
11.976057312214285,3.7030189995100713,goods_type_e,E
2.9440144270138866,8.041527120666089,goods_type_g,B
3.225015968308827,7.77437964458133,goods_type_h,B
9.441367164371723,1.920575148873862,goods_type_g,E
11.980490026592761,1.9651767234988204,goods_type_b,G
6.312287476261535,7.205692368370828,goods_type_b,B
0.02113523053796529,3.323897021149995,goods_type_h,A
3.439985065060878,9.802007116653416,goods_type_b,B
6.082215094795403,4.068239109431674,goods_type_g,G
10.496366099335146,5.656436687617557,goods_type_f,F
8.495583263569154,2.4242396033928024,goods_type_f,E
4.560252173256328,8.162263218157069,goods_type_e,E
1.2734769430403907,1.6384945016586006,goods_type_a,A
6.795789637454424,0.3464497289142576,goods_type_h,C
4.847653698468535,2.593625788012295,goods_type_f,C
2.1349832868141676,3.1198599889547474,goods_type_h,A
9.560355619697617,6.67992973089134,goods_type_c,F
11.869535469633611,2.0681906510873382,goods_type_c,G
11.447351305545334,1.9499214717275304,goods_type_h,G
1.7005305905135,4.360392902105924,goods_type_h,A
2.475885250635783,9.476243566090911,goods_type_b,B
0.3319942168086958,8.467307471628487,goods_type_a,B
9.251305352161484,9.74420654772284,goods_type_b,F
7.117558921535554,0.9503037624880817,goods_type_f,E
0.49141587394886943,6.138473824148888,goods_type_e,B
3.804761726637328,0.18646435628835722,goods_type_b,C
0.405352847402181,1.922360463545295,goods_type_c,A
4.67879691212915,1.183094842125163,goods_type_c,C
4.851179211636351,3.1414603395882557,goods_type_h,C
11.975924293310669,5.003205131377021,goods_type_f,F
2.632904829612177,3.1767972063594963,goods_type_g,A
13.407579146994978,5.370016659437486,goods_type_h,H
11.175058777976709,8.91224707218581,goods_type_a,H
13.042154746208706,2.626812734720284,goods_type_g,G
13.091185252745346,7.674127303577568,goods_type_h,H
5.186461259099286,9.25885434930742,goods_type_g,G
4.314320851598042,9.889539911128223,goods_type_b,B
5.609159605448582,7.364014848658291,goods_type_f,F
9.816193426877394,5.8862928547880164,goods_type_h,H
0.321914561371931,9.267444512587165,goods_type_f,B
11.437504633074132,1.8600071036542187,goods_type_b,G
0.5837863215329906,1.8204371206958736,goods_type_g,A
12.413071080105063,1.9899656140924615,goods_type_b,G
10.397039096392191,7.4269581785173955,goods_type_g,F
8.450198347767465,0.15910257535048045,goods_type_c,C
7.408850827883525,9.947146423750423,goods_type_a,F
7.234177358145452,1.3191637537785972,goods_type_b,E
13.75794900312668,1.1087336045747453,goods_type_f,G
9.366305953834395,3.4341931047833563,goods_type_b,E
5.2171246020339295,6.495633015061585,goods_type_e,E
7.981938339429685,9.314344855874625,goods_type_f,F
8.652763268771123,4.212242208036616,goods_type_h,H
4.964666472443875,8.611230188515751,goods_type_h,H
7.504944514505726,4.62024553281469,goods_type_c,C
8.16323628299949,9.532768218271624,goods_type_e,F
13.287667613399824,7.384965975518255,goods_type_e,H
10.857200469130804,7.854228896560411,goods_type_g,G
12.57461959820063,8.682966053231027,goods_type_g,H
7.256659043447185,2.87089419393711,goods_type_a,A
9.967055273372651,9.192195044583691,goods_type_g,F
8.5435195347018,9.402820069865484,goods_type_c,F
5.460085322720931,3.147023340001595,goods_type_e,E
5.964858228241377,5.178456005901402,goods_type_b,B
6.292278529021109,7.321124591297142,goods_type_f,F
3.257667557739306,0.4801597537015667,goods_type_h,C
9.433368550193562,9.353457175433974,goods_type_e,F
10.926494628383047,0.1731144937075213,goods_type_c,C
9.67141624327897,7.19048389096031,goods_type_g,F
12.522573503425393,8.817258033271084,goods_type_a,H
2.030438341779475,1.7130494758382964,goods_type_f,A
2.699050371772809,5.776263124521695,goods_type_a,A
1.8898620281623297,8.83468670372056,goods_type_h,B
10.28526279182648,7.432666044142825,goods_type_e,F
11.641513944162591,7.794915366206404,goods_type_e,H
8.236745862621216,4.698781236921991,goods_type_c,C
5.213786532339985,4.462578174127501,goods_type_e,E
13.029770719179806,3.2695622447538932,goods_type_h,G
10.313055464975646,4.670019533666828,goods_type_c,C
13.88956918031059,5.265059595377903,goods_type_f,F
5.086784450102267,9.667585640678562,goods_type_e,E
4.077836022628665,2.210601983411805,goods_type_b,C
5.5739508591903695,0.015312606961089825,goods_type_c,C
2.9818493178331096,4.795036428660083,goods_type_h,H
4.097379504015172,0.4899581570919287,goods_type_f,C
2.5568814955112185,1.7761167059300453,goods_type_h,A
6.511637652448462,9.641878010111073,goods_type_g,F
7.470439146623036,7.795696248872015,goods_type_h,H
1.5605487439380314,7.685652626171064,goods_type_f,B
8.865165449599795,1.221841314357136,goods_type_b,E
8.304904958608713,6.224173105512051,goods_type_a,F
8.401924873082157,5.92978712366533,goods_type_a,A
5.590762937919996,5.4629105718376225,goods_type_h,H
5.562337767880228,3.0438913919052735,goods_type_f,C
9.440985984195667,0.09306021627802474,goods_type_f,E
6.767848156473127,3.111506467061893,goods_type_f,F
9.485628498829325,6.228483136873404,goods_type_a,F
10.55539066584414,3.794428303158072,goods_type_h,H
7.287029278697021,6.797353249171297,goods_type_c,C
11.58458119316022,4.670641178783005,goods_type_g,G
3.658298868868884,2.4095380263036628,goods_type_h,C
9.701092328646682,1.5306628260355337,goods_type_g,E
8.598682329293846,9.773598197402022,goods_type_a,F
0.6461316789765934,1.6230240940661034,goods_type_h,A
7.894641170272948,3.245924131629776,goods_type_c,C
4.363193103618819,7.112094305690194,goods_type_a,A
10.733941707680938,6.332675608969859,goods_type_h,H
3.1188997875392896,3.016138328709699,goods_type_e,E
2.2674302482134294,3.712796530203489,goods_type_c,C
1.6326590567734127,3.9650677226122246,goods_type_g,A
1.352150200365546,5.836052338661283,goods_type_h,B
